586,"Town House",3,85.43,41.66,1,59
587,"Nutri-grain",3,52.30,44.44,1,59
588,"Frosted Mini-wheats",3,52.48,33.86,0,59
589,"Rice Krispies",3,12.27,7.88,1,59
590,"Fiber Plus",3,45.71,25.28,0,59
591,"Mini-wheats",3,22.69,14.83,1,59
592,"100 Calorie Right Bites",3,64.33,58.70,1,59
593,"Frosted Flakes",3,36.40,14.05,1,59
594,"Golean",3,59.64,55.33,0,59
595,"Sunshine",3,82.31,71.58,1,59
596,"All-bran",3,82.83,30.91,1,59
597,"Gardenburger",3,23.12,21.47,1,59
598,"Sandies",3,66.13,37.85,0,59
599,"Smart Start",3,34.51,30.28,1,59
600,"Froot Loops",3,66.22,61.04,0,59
601,"Corn Flakes",3,94.68,65.93,1,59
602,"Chips Duluxe",3,91.08,40.07,0,59
603,"Austin",3,79.03,20.68,0,59
604,"Zesta",3,94.55,72.47,0,59
605,"Corn Pops",3,43.66,35.67,0,59
606,"Kellogg's To Go",3,83.15,80.42,1,59
607,"Honey Smacks",3,65.72,35.24,0,59
608,"Low Fat Granola",3,65.70,55.66,1,59
609,"Kaffree Roma",3,60.62,48.71,1,59
610,"Bear Naked Fit",3,96.82,52.99,0,59
611,"Rocky Mountain Chocolate Factory",3,45.84,24.52,0,59
612,"Cracklin' Oat Bran",3,38.25,27.11,1,59
613,"Cocoa Krispies",3,97.23,40.42,1,59
614,"Huggies",1,50.64,45.35,0,60
615,"Kotex",1,90.41,56.05,1,60
616,"Kleenex",1,49.30,28.86,1,60
617,"Depend",1,99.49,46.83,0,60
618,"Poise",1,11.37,9.83,1,60
619,"Huggies Pull-ups",1,59.00,41.55,1,60
620,"Scott",1,50.70,47.64,1,60
621,"Goodnites",1,54.81,46.55,0,60
622,"Kleenex Cottonelle",1,73.06,22.32,1,60
623,"Cottonelle",1,57.46,43.67,0,60
624,"Viva",1,63.34,48.84,1,60
625,"U By Kotex",1,99.86,40.55,1,60
626,"Pull-ups",1,39.62,33.88,0,60
627,"Kraft",3,88.24,29.68,0,61
628,"Oscar Mayer",3,74.32,41.50,1,61
629,"Jell-o",3,65.90,48.67,0,61
630,"Planters",3,68.57,65.56,0,61
631,"Crystal Light",3,16.56,12.16,0,61
632,"Maxwell House",3,51.76,32.19,0,61
633,"Lunchables",3,36.49,21.85,0,61
634,"Nabisco",3,25.19,16.89,0,61
635,"Triscuit",3,73.09,65.59,1,61
636,"Philadelphia",3,18.57,8.61,1,61
637,"Velveeta",3,54.50,48.26,1,61
638,"Kool-aid",3,95.76,92.21,1,61
639,"Chips Ahoy",3,22.82,17.01,1,61
640,"Breakstone's",3,15.50,9.27,0,61
641,"Cracker Barrel",3,74.63,70.01,1,61
642,"Gevalia",3,91.54,60.47,1,61
643,"Mio",3,69.87,65.09,0,61
644,"Polly-o",3,67.08,53.87,1,61
645,"A.1.",3,83.68,42.34,0,61
646,"Taco Bell",3,15.98,7.81,0,61
647,"Baker's",3,26.37,20.29,1,61
648,"Premium",3,42.80,27.39,0,61
649,"Swedish Fish",3,30.60,10.54,1,61
650,"Sour Patch",3,60.36,44.96,1,61
651,"Lu",3,41.74,31.87,1,61
652,"Grey Poupon",3,63.26,19.67,1,61
653,"Trident Layers",3,21.12,16.64,0,61
654,"Trident White",3,38.80,34.99,1,61
655,"Good Seasons",3,19.83,2.70,1,61
656,"Milka",3,82.86,48.15,1,61
657,"Kool-aid Jammers",3,12.21,4.50,0,61
658,"South Beach Living",3,48.46,24.03,1,61
659,"Cool Whip",3,65.91,27.11,0,61
660,"Country Time",3,41.89,38.52,0,61
661,"Miracle Whip",3,53.11,48.59,1,61
662,"Temptations By Jell-o",3,45.38,39.75,0,61
663,"Tassimo",3,83.24,80.86,0,61
664,"Dentyne Pure",3,29.09,24.37,0,61
665,"Bull's-eye",3,40.08,32.30,0,61
666,"Dentyne Fire",3,52.33,42.73,1,61
667,"Cool Whip Frosting",3,41.16,35.21,0,61
668,"Knox",3,45.13,32.17,0,61
669,"Red Oval Farms",3,43.05,33.68,1,61
670,"Barnum's Animals",3,25.32,15.53,1,61
671,"Sure Jell",3,62.75,58.26,0,61
672,"Stride Shift",3,55.82,29.67,0,61
673,"Biscos",3,68.88,37.42,1,61
674,"Tang",3,37.85,13.66,0,61
675,"Temp Tee",3,91.89,73.02,1,61
676,"Bassett's",3,89.68,66.45,0,61
677,"Mallomars",3,90.73,84.73,1,61
678,"Dream Whip",3,85.87,55.81,0,61
679,"Caramels",3,44.32,7.36,1,61
680,"Certo",3,31.63,16.29,0,61
681,"Mousse Temptations",3,18.39,8.11,0,61
682,"Calumet",3,70.94,32.91,0,61
683,"Cheez Whiz",3,98.65,1.66,0,61
